case_id	category	monomer_length_bp	k	n_copies	divergence	mutation_rate	indel_rate	at_copy	event_type	gc_content	insertion_kind	insertion_length_bp	length_copies	second_k	second_monomer_bp	shift_offset_bp	slot	source_slots	start_copy	wobble_amplitude	wobble_period_rows
hc_L0100_k12_n0050_d05_m01	hor_clean	100	12	50	0.05	0.01	0.0														
hc_L0100_k12_n0050_d05_m02	hor_clean	100	12	50	0.05	0.02	0.0														
hc_L0100_k12_n0050_d10_m01	hor_clean	100	12	50	0.1	0.01	0.0														
hc_L0100_k12_n0050_d10_m02	hor_clean	100	12	50	0.1	0.02	0.0														
hc_L0100_k12_n0050_d15_m01	hor_clean	100	12	50	0.15	0.01	0.0														
hc_L0100_k12_n0050_d15_m02	hor_clean	100	12	50	0.15	0.02	0.0														
hc_L0100_k12_n0050_d25_m01	hor_clean	100	12	50	0.25	0.01	0.0														
hc_L0100_k12_n0050_d25_m02	hor_clean	100	12	50	0.25	0.02	0.0														
hc_L0100_k12_n0050_d40_m01	hor_clean	100	12	50	0.4	0.01	0.0														
hc_L0100_k12_n0050_d40_m02	hor_clean	100	12	50	0.4	0.02	0.0														
hc_L0100_k12_n0100_d05_m01	hor_clean	100	12	100	0.05	0.01	0.0														
hc_L0100_k12_n0100_d05_m02	hor_clean	100	12	100	0.05	0.02	0.0														
hc_L0100_k12_n0100_d10_m01	hor_clean	100	12	100	0.1	0.01	0.0														
hc_L0100_k12_n0100_d10_m02	hor_clean	100	12	100	0.1	0.02	0.0														
hc_L0100_k12_n0100_d15_m01	hor_clean	100	12	100	0.15	0.01	0.0														
hc_L0100_k12_n0100_d15_m02	hor_clean	100	12	100	0.15	0.02	0.0														
hc_L0100_k12_n0100_d25_m01	hor_clean	100	12	100	0.25	0.01	0.0														
hc_L0100_k12_n0100_d25_m02	hor_clean	100	12	100	0.25	0.02	0.0														
hc_L0100_k12_n0100_d40_m01	hor_clean	100	12	100	0.4	0.01	0.0														
hc_L0100_k12_n0100_d40_m02	hor_clean	100	12	100	0.4	0.02	0.0														
hc_L0100_k12_n0200_d05_m01	hor_clean	100	12	200	0.05	0.01	0.0														
hc_L0100_k12_n0200_d05_m02	hor_clean	100	12	200	0.05	0.02	0.0														
hc_L0100_k12_n0200_d10_m01	hor_clean	100	12	200	0.1	0.01	0.0														
hc_L0100_k12_n0200_d10_m02	hor_clean	100	12	200	0.1	0.02	0.0														
hc_L0100_k12_n0200_d15_m01	hor_clean	100	12	200	0.15	0.01	0.0														
hc_L0100_k12_n0200_d15_m02	hor_clean	100	12	200	0.15	0.02	0.0														
hc_L0100_k12_n0200_d25_m01	hor_clean	100	12	200	0.25	0.01	0.0														
hc_L0100_k12_n0200_d25_m02	hor_clean	100	12	200	0.25	0.02	0.0														
hc_L0100_k12_n0200_d40_m01	hor_clean	100	12	200	0.4	0.01	0.0														
hc_L0100_k12_n0200_d40_m02	hor_clean	100	12	200	0.4	0.02	0.0														
hc_L0100_k12_n0500_d05_m01	hor_clean	100	12	500	0.05	0.01	0.0														
hc_L0100_k12_n0500_d05_m02	hor_clean	100	12	500	0.05	0.02	0.0														
hc_L0100_k12_n0500_d10_m01	hor_clean	100	12	500	0.1	0.01	0.0														
hc_L0100_k12_n0500_d10_m02	hor_clean	100	12	500	0.1	0.02	0.0														
hc_L0100_k12_n0500_d15_m01	hor_clean	100	12	500	0.15	0.01	0.0														
hc_L0100_k12_n0500_d15_m02	hor_clean	100	12	500	0.15	0.02	0.0														
hc_L0100_k12_n0500_d25_m01	hor_clean	100	12	500	0.25	0.01	0.0														
hc_L0100_k12_n0500_d25_m02	hor_clean	100	12	500	0.25	0.02	0.0														
hc_L0100_k12_n0500_d40_m01	hor_clean	100	12	500	0.4	0.01	0.0														
hc_L0100_k12_n0500_d40_m02	hor_clean	100	12	500	0.4	0.02	0.0														
hc_L0100_k16_n0050_d05_m01	hor_clean	100	16	50	0.05	0.01	0.0														
hc_L0100_k16_n0050_d05_m02	hor_clean	100	16	50	0.05	0.02	0.0														
hc_L0100_k16_n0050_d10_m01	hor_clean	100	16	50	0.1	0.01	0.0														
hc_L0100_k16_n0050_d10_m02	hor_clean	100	16	50	0.1	0.02	0.0														
hc_L0100_k16_n0050_d15_m01	hor_clean	100	16	50	0.15	0.01	0.0														
hc_L0100_k16_n0050_d15_m02	hor_clean	100	16	50	0.15	0.02	0.0														
hc_L0100_k16_n0050_d25_m01	hor_clean	100	16	50	0.25	0.01	0.0														
hc_L0100_k16_n0050_d25_m02	hor_clean	100	16	50	0.25	0.02	0.0														
hc_L0100_k16_n0050_d40_m01	hor_clean	100	16	50	0.4	0.01	0.0														
hc_L0100_k16_n0050_d40_m02	hor_clean	100	16	50	0.4	0.02	0.0														
hc_L0100_k16_n0100_d05_m01	hor_clean	100	16	100	0.05	0.01	0.0														
hc_L0100_k16_n0100_d05_m02	hor_clean	100	16	100	0.05	0.02	0.0														
hc_L0100_k16_n0100_d10_m01	hor_clean	100	16	100	0.1	0.01	0.0														
hc_L0100_k16_n0100_d10_m02	hor_clean	100	16	100	0.1	0.02	0.0														
hc_L0100_k16_n0100_d15_m01	hor_clean	100	16	100	0.15	0.01	0.0														
hc_L0100_k16_n0100_d15_m02	hor_clean	100	16	100	0.15	0.02	0.0														
hc_L0100_k16_n0100_d25_m01	hor_clean	100	16	100	0.25	0.01	0.0														
hc_L0100_k16_n0100_d25_m02	hor_clean	100	16	100	0.25	0.02	0.0														
hc_L0100_k16_n0100_d40_m01	hor_clean	100	16	100	0.4	0.01	0.0														
hc_L0100_k16_n0100_d40_m02	hor_clean	100	16	100	0.4	0.02	0.0														
hc_L0100_k16_n0200_d05_m01	hor_clean	100	16	200	0.05	0.01	0.0														
hc_L0100_k16_n0200_d05_m02	hor_clean	100	16	200	0.05	0.02	0.0														
hc_L0100_k16_n0200_d10_m01	hor_clean	100	16	200	0.1	0.01	0.0														
hc_L0100_k16_n0200_d10_m02	hor_clean	100	16	200	0.1	0.02	0.0														
hc_L0100_k16_n0200_d15_m01	hor_clean	100	16	200	0.15	0.01	0.0														
hc_L0100_k16_n0200_d15_m02	hor_clean	100	16	200	0.15	0.02	0.0														
hc_L0100_k16_n0200_d25_m01	hor_clean	100	16	200	0.25	0.01	0.0														
hc_L0100_k16_n0200_d25_m02	hor_clean	100	16	200	0.25	0.02	0.0														
hc_L0100_k16_n0200_d40_m01	hor_clean	100	16	200	0.4	0.01	0.0														
hc_L0100_k16_n0200_d40_m02	hor_clean	100	16	200	0.4	0.02	0.0														
hc_L0100_k16_n0500_d05_m01	hor_clean	100	16	500	0.05	0.01	0.0														
hc_L0100_k16_n0500_d05_m02	hor_clean	100	16	500	0.05	0.02	0.0														
hc_L0100_k16_n0500_d10_m01	hor_clean	100	16	500	0.1	0.01	0.0														
hc_L0100_k16_n0500_d10_m02	hor_clean	100	16	500	0.1	0.02	0.0														
hc_L0100_k16_n0500_d15_m01	hor_clean	100	16	500	0.15	0.01	0.0														
hc_L0100_k16_n0500_d15_m02	hor_clean	100	16	500	0.15	0.02	0.0														
hc_L0100_k16_n0500_d25_m01	hor_clean	100	16	500	0.25	0.01	0.0														
hc_L0100_k16_n0500_d25_m02	hor_clean	100	16	500	0.25	0.02	0.0														
hc_L0100_k16_n0500_d40_m01	hor_clean	100	16	500	0.4	0.01	0.0														
hc_L0100_k16_n0500_d40_m02	hor_clean	100	16	500	0.4	0.02	0.0														
hc_L0171_k03_n0050_d05_m01	hor_clean	171	3	50	0.05	0.01	0.0														
hc_L0171_k03_n0050_d05_m02	hor_clean	171	3	50	0.05	0.02	0.0														
hc_L0171_k03_n0050_d10_m01	hor_clean	171	3	50	0.1	0.01	0.0														
hc_L0171_k03_n0050_d10_m02	hor_clean	171	3	50	0.1	0.02	0.0														
hc_L0171_k03_n0050_d15_m01	hor_clean	171	3	50	0.15	0.01	0.0														
hc_L0171_k03_n0050_d15_m02	hor_clean	171	3	50	0.15	0.02	0.0														
hc_L0171_k03_n0050_d25_m01	hor_clean	171	3	50	0.25	0.01	0.0														
hc_L0171_k03_n0050_d25_m02	hor_clean	171	3	50	0.25	0.02	0.0														
hc_L0171_k03_n0050_d40_m01	hor_clean	171	3	50	0.4	0.01	0.0														
hc_L0171_k03_n0050_d40_m02	hor_clean	171	3	50	0.4	0.02	0.0														
hc_L0171_k03_n0100_d05_m01	hor_clean	171	3	100	0.05	0.01	0.0														
hc_L0171_k03_n0100_d05_m02	hor_clean	171	3	100	0.05	0.02	0.0														
hc_L0171_k03_n0100_d10_m01	hor_clean	171	3	100	0.1	0.01	0.0														
hc_L0171_k03_n0100_d10_m02	hor_clean	171	3	100	0.1	0.02	0.0														
hc_L0171_k03_n0100_d15_m01	hor_clean	171	3	100	0.15	0.01	0.0														
hc_L0171_k03_n0100_d15_m02	hor_clean	171	3	100	0.15	0.02	0.0														
hc_L0171_k03_n0100_d25_m01	hor_clean	171	3	100	0.25	0.01	0.0														
hc_L0171_k03_n0100_d25_m02	hor_clean	171	3	100	0.25	0.02	0.0														
hc_L0171_k03_n0100_d40_m01	hor_clean	171	3	100	0.4	0.01	0.0														
hc_L0171_k03_n0100_d40_m02	hor_clean	171	3	100	0.4	0.02	0.0														
hc_L0171_k03_n0200_d05_m01	hor_clean	171	3	200	0.05	0.01	0.0														
hc_L0171_k03_n0200_d05_m02	hor_clean	171	3	200	0.05	0.02	0.0														
hc_L0171_k03_n0200_d10_m01	hor_clean	171	3	200	0.1	0.01	0.0														
hc_L0171_k03_n0200_d10_m02	hor_clean	171	3	200	0.1	0.02	0.0														
hc_L0171_k03_n0200_d15_m01	hor_clean	171	3	200	0.15	0.01	0.0														
hc_L0171_k03_n0200_d15_m02	hor_clean	171	3	200	0.15	0.02	0.0														
hc_L0171_k03_n0200_d25_m01	hor_clean	171	3	200	0.25	0.01	0.0														
hc_L0171_k03_n0200_d25_m02	hor_clean	171	3	200	0.25	0.02	0.0														
hc_L0171_k03_n0200_d40_m01	hor_clean	171	3	200	0.4	0.01	0.0														
hc_L0171_k03_n0200_d40_m02	hor_clean	171	3	200	0.4	0.02	0.0														
hc_L0171_k03_n0500_d05_m01	hor_clean	171	3	500	0.05	0.01	0.0														
hc_L0171_k03_n0500_d05_m02	hor_clean	171	3	500	0.05	0.02	0.0														
hc_L0171_k03_n0500_d10_m01	hor_clean	171	3	500	0.1	0.01	0.0														
hc_L0171_k03_n0500_d10_m02	hor_clean	171	3	500	0.1	0.02	0.0														
hc_L0171_k03_n0500_d15_m01	hor_clean	171	3	500	0.15	0.01	0.0														
hc_L0171_k03_n0500_d15_m02	hor_clean	171	3	500	0.15	0.02	0.0														
hc_L0171_k03_n0500_d25_m01	hor_clean	171	3	500	0.25	0.01	0.0														
hc_L0171_k03_n0500_d25_m02	hor_clean	171	3	500	0.25	0.02	0.0														
hc_L0171_k03_n0500_d40_m01	hor_clean	171	3	500	0.4	0.01	0.0														
hc_L0171_k03_n0500_d40_m02	hor_clean	171	3	500	0.4	0.02	0.0														
hc_L0171_k06_n0050_d05_m01	hor_clean	171	6	50	0.05	0.01	0.0														
hc_L0171_k06_n0050_d05_m02	hor_clean	171	6	50	0.05	0.02	0.0														
hc_L0171_k06_n0050_d10_m01	hor_clean	171	6	50	0.1	0.01	0.0														
hc_L0171_k06_n0050_d10_m02	hor_clean	171	6	50	0.1	0.02	0.0														
hc_L0171_k06_n0050_d15_m01	hor_clean	171	6	50	0.15	0.01	0.0														
hc_L0171_k06_n0050_d15_m02	hor_clean	171	6	50	0.15	0.02	0.0														
hc_L0171_k06_n0050_d25_m01	hor_clean	171	6	50	0.25	0.01	0.0														
hc_L0171_k06_n0050_d25_m02	hor_clean	171	6	50	0.25	0.02	0.0														
hc_L0171_k06_n0050_d40_m01	hor_clean	171	6	50	0.4	0.01	0.0														
hc_L0171_k06_n0050_d40_m02	hor_clean	171	6	50	0.4	0.02	0.0														
hc_L0171_k06_n0100_d05_m01	hor_clean	171	6	100	0.05	0.01	0.0														
hc_L0171_k06_n0100_d05_m02	hor_clean	171	6	100	0.05	0.02	0.0														
hc_L0171_k06_n0100_d10_m01	hor_clean	171	6	100	0.1	0.01	0.0														
hc_L0171_k06_n0100_d10_m02	hor_clean	171	6	100	0.1	0.02	0.0														
hc_L0171_k06_n0100_d15_m01	hor_clean	171	6	100	0.15	0.01	0.0														
hc_L0171_k06_n0100_d15_m02	hor_clean	171	6	100	0.15	0.02	0.0														
hc_L0171_k06_n0100_d25_m01	hor_clean	171	6	100	0.25	0.01	0.0														
hc_L0171_k06_n0100_d25_m02	hor_clean	171	6	100	0.25	0.02	0.0														
hc_L0171_k06_n0100_d40_m01	hor_clean	171	6	100	0.4	0.01	0.0														
hc_L0171_k06_n0100_d40_m02	hor_clean	171	6	100	0.4	0.02	0.0														
hc_L0171_k06_n0200_d05_m01	hor_clean	171	6	200	0.05	0.01	0.0														
hc_L0171_k06_n0200_d05_m02	hor_clean	171	6	200	0.05	0.02	0.0														
hc_L0171_k06_n0200_d10_m01	hor_clean	171	6	200	0.1	0.01	0.0														
hc_L0171_k06_n0200_d10_m02	hor_clean	171	6	200	0.1	0.02	0.0														
hc_L0171_k06_n0200_d15_m01	hor_clean	171	6	200	0.15	0.01	0.0														
hc_L0171_k06_n0200_d15_m02	hor_clean	171	6	200	0.15	0.02	0.0														
hc_L0171_k06_n0200_d25_m01	hor_clean	171	6	200	0.25	0.01	0.0														
hc_L0171_k06_n0200_d25_m02	hor_clean	171	6	200	0.25	0.02	0.0														
hc_L0171_k06_n0200_d40_m01	hor_clean	171	6	200	0.4	0.01	0.0														
hc_L0171_k06_n0200_d40_m02	hor_clean	171	6	200	0.4	0.02	0.0														
hc_L0171_k06_n0500_d05_m01	hor_clean	171	6	500	0.05	0.01	0.0														
hc_L0171_k06_n0500_d05_m02	hor_clean	171	6	500	0.05	0.02	0.0														
hc_L0171_k06_n0500_d10_m01	hor_clean	171	6	500	0.1	0.01	0.0														
hc_L0171_k06_n0500_d10_m02	hor_clean	171	6	500	0.1	0.02	0.0														
hc_L0171_k06_n0500_d15_m01	hor_clean	171	6	500	0.15	0.01	0.0														
hc_L0171_k06_n0500_d15_m02	hor_clean	171	6	500	0.15	0.02	0.0														
hc_L0171_k06_n0500_d25_m01	hor_clean	171	6	500	0.25	0.01	0.0														
hc_L0171_k06_n0500_d25_m02	hor_clean	171	6	500	0.25	0.02	0.0														
hc_L0171_k06_n0500_d40_m01	hor_clean	171	6	500	0.4	0.01	0.0														
hc_L0171_k06_n0500_d40_m02	hor_clean	171	6	500	0.4	0.02	0.0														
hc_L0171_k08_n0050_d05_m01	hor_clean	171	8	50	0.05	0.01	0.0														
hc_L0171_k08_n0050_d05_m02	hor_clean	171	8	50	0.05	0.02	0.0														
hc_L0171_k08_n0050_d10_m01	hor_clean	171	8	50	0.1	0.01	0.0														
hc_L0171_k08_n0050_d10_m02	hor_clean	171	8	50	0.1	0.02	0.0														
hc_L0171_k08_n0050_d15_m01	hor_clean	171	8	50	0.15	0.01	0.0														
hc_L0171_k08_n0050_d15_m02	hor_clean	171	8	50	0.15	0.02	0.0														
hc_L0171_k08_n0050_d25_m01	hor_clean	171	8	50	0.25	0.01	0.0														
hc_L0171_k08_n0050_d25_m02	hor_clean	171	8	50	0.25	0.02	0.0														
hc_L0171_k08_n0050_d40_m01	hor_clean	171	8	50	0.4	0.01	0.0														
hc_L0171_k08_n0050_d40_m02	hor_clean	171	8	50	0.4	0.02	0.0														
hc_L0171_k08_n0100_d05_m01	hor_clean	171	8	100	0.05	0.01	0.0														
hc_L0171_k08_n0100_d05_m02	hor_clean	171	8	100	0.05	0.02	0.0														
hc_L0171_k08_n0100_d10_m01	hor_clean	171	8	100	0.1	0.01	0.0														
hc_L0171_k08_n0100_d10_m02	hor_clean	171	8	100	0.1	0.02	0.0														
hc_L0171_k08_n0100_d15_m01	hor_clean	171	8	100	0.15	0.01	0.0														
hc_L0171_k08_n0100_d15_m02	hor_clean	171	8	100	0.15	0.02	0.0														
hc_L0171_k08_n0100_d25_m01	hor_clean	171	8	100	0.25	0.01	0.0														
hc_L0171_k08_n0100_d25_m02	hor_clean	171	8	100	0.25	0.02	0.0														
hc_L0171_k08_n0100_d40_m01	hor_clean	171	8	100	0.4	0.01	0.0														
hc_L0171_k08_n0100_d40_m02	hor_clean	171	8	100	0.4	0.02	0.0														
hc_L0171_k08_n0200_d05_m01	hor_clean	171	8	200	0.05	0.01	0.0														
hc_L0171_k08_n0200_d05_m02	hor_clean	171	8	200	0.05	0.02	0.0														
hc_L0171_k08_n0200_d10_m01	hor_clean	171	8	200	0.1	0.01	0.0														
hc_L0171_k08_n0200_d10_m02	hor_clean	171	8	200	0.1	0.02	0.0														
hc_L0171_k08_n0200_d15_m01	hor_clean	171	8	200	0.15	0.01	0.0														
hc_L0171_k08_n0200_d15_m02	hor_clean	171	8	200	0.15	0.02	0.0														
hc_L0171_k08_n0200_d25_m01	hor_clean	171	8	200	0.25	0.01	0.0														
hc_L0171_k08_n0200_d25_m02	hor_clean	171	8	200	0.25	0.02	0.0														
hc_L0171_k08_n0200_d40_m01	hor_clean	171	8	200	0.4	0.01	0.0														
hc_L0171_k08_n0200_d40_m02	hor_clean	171	8	200	0.4	0.02	0.0														
hc_L0171_k08_n0500_d05_m01	hor_clean	171	8	500	0.05	0.01	0.0														
hc_L0171_k08_n0500_d05_m02	hor_clean	171	8	500	0.05	0.02	0.0														
hc_L0171_k08_n0500_d10_m01	hor_clean	171	8	500	0.1	0.01	0.0														
hc_L0171_k08_n0500_d10_m02	hor_clean	171	8	500	0.1	0.02	0.0														
hc_L0171_k08_n0500_d15_m01	hor_clean	171	8	500	0.15	0.01	0.0														
hc_L0171_k08_n0500_d15_m02	hor_clean	171	8	500	0.15	0.02	0.0														
hc_L0171_k08_n0500_d25_m01	hor_clean	171	8	500	0.25	0.01	0.0														
hc_L0171_k08_n0500_d25_m02	hor_clean	171	8	500	0.25	0.02	0.0														
hc_L0171_k08_n0500_d40_m01	hor_clean	171	8	500	0.4	0.01	0.0														
hc_L0171_k08_n0500_d40_m02	hor_clean	171	8	500	0.4	0.02	0.0														
hc_L0171_k12_n0050_d05_m01	hor_clean	171	12	50	0.05	0.01	0.0														
hc_L0171_k12_n0050_d05_m02	hor_clean	171	12	50	0.05	0.02	0.0														
hc_L0171_k12_n0050_d10_m01	hor_clean	171	12	50	0.1	0.01	0.0														
hc_L0171_k12_n0050_d10_m02	hor_clean	171	12	50	0.1	0.02	0.0														
hc_L0171_k12_n0050_d15_m01	hor_clean	171	12	50	0.15	0.01	0.0														
hc_L0171_k12_n0050_d15_m02	hor_clean	171	12	50	0.15	0.02	0.0														
hc_L0171_k12_n0050_d25_m01	hor_clean	171	12	50	0.25	0.01	0.0														
hc_L0171_k12_n0050_d25_m02	hor_clean	171	12	50	0.25	0.02	0.0														
hc_L0171_k12_n0050_d40_m01	hor_clean	171	12	50	0.4	0.01	0.0														
hc_L0171_k12_n0050_d40_m02	hor_clean	171	12	50	0.4	0.02	0.0														
hc_L0171_k12_n0100_d05_m01	hor_clean	171	12	100	0.05	0.01	0.0														
hc_L0171_k12_n0100_d05_m02	hor_clean	171	12	100	0.05	0.02	0.0														
hc_L0171_k12_n0100_d10_m01	hor_clean	171	12	100	0.1	0.01	0.0														
hc_L0171_k12_n0100_d10_m02	hor_clean	171	12	100	0.1	0.02	0.0														
hc_L0171_k12_n0100_d15_m01	hor_clean	171	12	100	0.15	0.01	0.0														
hc_L0171_k12_n0100_d15_m02	hor_clean	171	12	100	0.15	0.02	0.0														
hc_L0171_k12_n0100_d25_m01	hor_clean	171	12	100	0.25	0.01	0.0														
hc_L0171_k12_n0100_d25_m02	hor_clean	171	12	100	0.25	0.02	0.0														
hc_L0171_k12_n0100_d40_m01	hor_clean	171	12	100	0.4	0.01	0.0														
hc_L0171_k12_n0100_d40_m02	hor_clean	171	12	100	0.4	0.02	0.0														
hc_L0171_k12_n0200_d05_m01	hor_clean	171	12	200	0.05	0.01	0.0														
hc_L0171_k12_n0200_d05_m02	hor_clean	171	12	200	0.05	0.02	0.0														
hc_L0171_k12_n0200_d10_m01	hor_clean	171	12	200	0.1	0.01	0.0														
hc_L0171_k12_n0200_d10_m02	hor_clean	171	12	200	0.1	0.02	0.0														
hc_L0171_k12_n0200_d15_m01	hor_clean	171	12	200	0.15	0.01	0.0														
hc_L0171_k12_n0200_d15_m02	hor_clean	171	12	200	0.15	0.02	0.0														
hc_L0171_k12_n0200_d25_m01	hor_clean	171	12	200	0.25	0.01	0.0														
hc_L0171_k12_n0200_d25_m02	hor_clean	171	12	200	0.25	0.02	0.0														
hc_L0171_k12_n0200_d40_m01	hor_clean	171	12	200	0.4	0.01	0.0														
hc_L0171_k12_n0200_d40_m02	hor_clean	171	12	200	0.4	0.02	0.0														
hc_L0171_k12_n0500_d05_m01	hor_clean	171	12	500	0.05	0.01	0.0														
hc_L0171_k12_n0500_d05_m02	hor_clean	171	12	500	0.05	0.02	0.0														
hc_L0171_k12_n0500_d10_m01	hor_clean	171	12	500	0.1	0.01	0.0														
hc_L0171_k12_n0500_d10_m02	hor_clean	171	12	500	0.1	0.02	0.0														
hc_L0171_k12_n0500_d15_m01	hor_clean	171	12	500	0.15	0.01	0.0														
hc_L0171_k12_n0500_d15_m02	hor_clean	171	12	500	0.15	0.02	0.0														
hc_L0171_k12_n0500_d25_m01	hor_clean	171	12	500	0.25	0.01	0.0														
hc_L0171_k12_n0500_d25_m02	hor_clean	171	12	500	0.25	0.02	0.0														
hc_L0171_k12_n0500_d40_m01	hor_clean	171	12	500	0.4	0.01	0.0														
hc_L0171_k12_n0500_d40_m02	hor_clean	171	12	500	0.4	0.02	0.0														
hc_L0171_k16_n0050_d05_m01	hor_clean	171	16	50	0.05	0.01	0.0														
hc_L0171_k16_n0050_d05_m02	hor_clean	171	16	50	0.05	0.02	0.0														
hc_L0171_k16_n0050_d10_m01	hor_clean	171	16	50	0.1	0.01	0.0														
hc_L0171_k16_n0050_d10_m02	hor_clean	171	16	50	0.1	0.02	0.0														
hc_L0171_k16_n0050_d15_m01	hor_clean	171	16	50	0.15	0.01	0.0														
hc_L0171_k16_n0050_d15_m02	hor_clean	171	16	50	0.15	0.02	0.0														
hc_L0171_k16_n0050_d25_m01	hor_clean	171	16	50	0.25	0.01	0.0														
hc_L0171_k16_n0050_d25_m02	hor_clean	171	16	50	0.25	0.02	0.0														
hc_L0171_k16_n0050_d40_m01	hor_clean	171	16	50	0.4	0.01	0.0														
hc_L0171_k16_n0050_d40_m02	hor_clean	171	16	50	0.4	0.02	0.0														
hc_L0171_k16_n0100_d05_m01	hor_clean	171	16	100	0.05	0.01	0.0														
hc_L0171_k16_n0100_d05_m02	hor_clean	171	16	100	0.05	0.02	0.0														
hc_L0171_k16_n0100_d10_m01	hor_clean	171	16	100	0.1	0.01	0.0														
hc_L0171_k16_n0100_d10_m02	hor_clean	171	16	100	0.1	0.02	0.0														
hc_L0171_k16_n0100_d15_m01	hor_clean	171	16	100	0.15	0.01	0.0														
hc_L0171_k16_n0100_d15_m02	hor_clean	171	16	100	0.15	0.02	0.0														
hc_L0171_k16_n0100_d25_m01	hor_clean	171	16	100	0.25	0.01	0.0														
hc_L0171_k16_n0100_d25_m02	hor_clean	171	16	100	0.25	0.02	0.0														
hc_L0171_k16_n0100_d40_m01	hor_clean	171	16	100	0.4	0.01	0.0														
hc_L0171_k16_n0100_d40_m02	hor_clean	171	16	100	0.4	0.02	0.0														
hc_L0171_k16_n0200_d05_m01	hor_clean	171	16	200	0.05	0.01	0.0														
hc_L0171_k16_n0200_d05_m02	hor_clean	171	16	200	0.05	0.02	0.0														
hc_L0171_k16_n0200_d10_m01	hor_clean	171	16	200	0.1	0.01	0.0														
hc_L0171_k16_n0200_d10_m02	hor_clean	171	16	200	0.1	0.02	0.0														
hc_L0171_k16_n0200_d15_m01	hor_clean	171	16	200	0.15	0.01	0.0														
hc_L0171_k16_n0200_d15_m02	hor_clean	171	16	200	0.15	0.02	0.0														
hc_L0171_k16_n0200_d25_m01	hor_clean	171	16	200	0.25	0.01	0.0														
hc_L0171_k16_n0200_d25_m02	hor_clean	171	16	200	0.25	0.02	0.0														
hc_L0171_k16_n0200_d40_m01	hor_clean	171	16	200	0.4	0.01	0.0														
hc_L0171_k16_n0200_d40_m02	hor_clean	171	16	200	0.4	0.02	0.0														
hc_L0171_k16_n0500_d05_m01	hor_clean	171	16	500	0.05	0.01	0.0														
hc_L0171_k16_n0500_d05_m02	hor_clean	171	16	500	0.05	0.02	0.0														
hc_L0171_k16_n0500_d10_m01	hor_clean	171	16	500	0.1	0.01	0.0														
hc_L0171_k16_n0500_d10_m02	hor_clean	171	16	500	0.1	0.02	0.0														
hc_L0171_k16_n0500_d15_m01	hor_clean	171	16	500	0.15	0.01	0.0														
hc_L0171_k16_n0500_d15_m02	hor_clean	171	16	500	0.15	0.02	0.0														
hc_L0171_k16_n0500_d25_m01	hor_clean	171	16	500	0.25	0.01	0.0														
hc_L0171_k16_n0500_d25_m02	hor_clean	171	16	500	0.25	0.02	0.0														
hc_L0171_k16_n0500_d40_m01	hor_clean	171	16	500	0.4	0.01	0.0														
hc_L0171_k16_n0500_d40_m02	hor_clean	171	16	500	0.4	0.02	0.0														
hc_L0250_k03_n0050_d05_m01	hor_clean	250	3	50	0.05	0.01	0.0														
hc_L0250_k03_n0050_d05_m02	hor_clean	250	3	50	0.05	0.02	0.0														
hc_L0250_k03_n0050_d10_m01	hor_clean	250	3	50	0.1	0.01	0.0														
hc_L0250_k03_n0050_d10_m02	hor_clean	250	3	50	0.1	0.02	0.0														
hc_L0250_k03_n0050_d15_m01	hor_clean	250	3	50	0.15	0.01	0.0														
hc_L0250_k03_n0050_d15_m02	hor_clean	250	3	50	0.15	0.02	0.0														
hc_L0250_k03_n0050_d25_m01	hor_clean	250	3	50	0.25	0.01	0.0														
hc_L0250_k03_n0050_d25_m02	hor_clean	250	3	50	0.25	0.02	0.0														
hc_L0250_k03_n0050_d40_m01	hor_clean	250	3	50	0.4	0.01	0.0														
hc_L0250_k03_n0050_d40_m02	hor_clean	250	3	50	0.4	0.02	0.0														
hc_L0250_k03_n0100_d05_m01	hor_clean	250	3	100	0.05	0.01	0.0														
hc_L0250_k03_n0100_d05_m02	hor_clean	250	3	100	0.05	0.02	0.0														
hc_L0250_k03_n0100_d10_m01	hor_clean	250	3	100	0.1	0.01	0.0														
hc_L0250_k03_n0100_d10_m02	hor_clean	250	3	100	0.1	0.02	0.0														
hc_L0250_k03_n0100_d15_m01	hor_clean	250	3	100	0.15	0.01	0.0														
hc_L0250_k03_n0100_d15_m02	hor_clean	250	3	100	0.15	0.02	0.0														
hc_L0250_k03_n0100_d25_m01	hor_clean	250	3	100	0.25	0.01	0.0														
hc_L0250_k03_n0100_d25_m02	hor_clean	250	3	100	0.25	0.02	0.0														
hc_L0250_k03_n0100_d40_m01	hor_clean	250	3	100	0.4	0.01	0.0														
hc_L0250_k03_n0100_d40_m02	hor_clean	250	3	100	0.4	0.02	0.0														
hc_L0250_k03_n0200_d05_m01	hor_clean	250	3	200	0.05	0.01	0.0														
hc_L0250_k03_n0200_d05_m02	hor_clean	250	3	200	0.05	0.02	0.0														
hc_L0250_k03_n0200_d10_m01	hor_clean	250	3	200	0.1	0.01	0.0														
hc_L0250_k03_n0200_d10_m02	hor_clean	250	3	200	0.1	0.02	0.0														
hc_L0250_k03_n0200_d15_m01	hor_clean	250	3	200	0.15	0.01	0.0														
hc_L0250_k03_n0200_d15_m02	hor_clean	250	3	200	0.15	0.02	0.0														
hc_L0250_k03_n0200_d25_m01	hor_clean	250	3	200	0.25	0.01	0.0														
hc_L0250_k03_n0200_d25_m02	hor_clean	250	3	200	0.25	0.02	0.0														
